Book Name,Total Tokens,Unique Tokens,Min Colors
AbsalomAbsalom.txt,11,11,2
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,10,10,2
AbsalomAbsalom.txt,12,12,2
AbsalomAbsalom.txt,9,9,2
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,11,11,2
AbsalomAbsalom.txt,4,4,2
AbsalomAbsalom.txt,88,65,3
AbsalomAbsalom.txt,32,19,3
AbsalomAbsalom.txt,197,110,4
AbsalomAbsalom.txt,11,10,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,10,10,2
AbsalomAbsalom.txt,28,20,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,39,31,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,39,35,3
AbsalomAbsalom.txt,84,61,3
AbsalomAbsalom.txt,11,10,3
AbsalomAbsalom.txt,10,9,3
AbsalomAbsalom.txt,24,21,3
AbsalomAbsalom.txt,4,4,2
AbsalomAbsalom.txt,15,13,3
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,20,18,3
AbsalomAbsalom.txt,10,10,2
AbsalomAbsalom.txt,16,15,3
AbsalomAbsalom.txt,15,14,3
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,2,2,2
AbsalomAbsalom.txt,103,71,3
AbsalomAbsalom.txt,30,28,3
AbsalomAbsalom.txt,18,17,2
AbsalomAbsalom.txt,10,7,2
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,18,16,2
AbsalomAbsalom.txt,13,10,3
AbsalomAbsalom.txt,4,4,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,18,13,3
AbsalomAbsalom.txt,36,17,3
AbsalomAbsalom.txt,2,2,2
AbsalomAbsalom.txt,37,33,3
AbsalomAbsalom.txt,89,54,3
AbsalomAbsalom.txt,15,14,3
AbsalomAbsalom.txt,121,68,3
AbsalomAbsalom.txt,79,60,3
AbsalomAbsalom.txt,188,108,4
AbsalomAbsalom.txt,42,38,3
AbsalomAbsalom.txt,4,4,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,36,31,3
AbsalomAbsalom.txt,32,27,3
AbsalomAbsalom.txt,39,35,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,107,74,3
AbsalomAbsalom.txt,139,81,3
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,22,19,3
AbsalomAbsalom.txt,74,51,3
AbsalomAbsalom.txt,60,43,3
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,20,16,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,10,10,2
AbsalomAbsalom.txt,27,22,3
AbsalomAbsalom.txt,18,17,2
AbsalomAbsalom.txt,2,2,2
AbsalomAbsalom.txt,2,2,2
AbsalomAbsalom.txt,11,11,2
AbsalomAbsalom.txt,19,15,3
AbsalomAbsalom.txt,12,11,2
AbsalomAbsalom.txt,32,29,3
AbsalomAbsalom.txt,50,42,3
AbsalomAbsalom.txt,106,69,3
AbsalomAbsalom.txt,52,34,3
AbsalomAbsalom.txt,15,13,2
AbsalomAbsalom.txt,4,4,2
AbsalomAbsalom.txt,26,19,3
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,12,12,2
AbsalomAbsalom.txt,19,19,2
AbsalomAbsalom.txt,55,45,3
AbsalomAbsalom.txt,12,11,2
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,41,34,3
AbsalomAbsalom.txt,50,40,3
AbsalomAbsalom.txt,62,44,3
AbsalomAbsalom.txt,130,81,3
AbsalomAbsalom.txt,15,10,3
AbsalomAbsalom.txt,12,12,2
AbsalomAbsalom.txt,22,19,3
AbsalomAbsalom.txt,12,12,2
AbsalomAbsalom.txt,238,141,3
AbsalomAbsalom.txt,72,52,3
AbsalomAbsalom.txt,28,25,2
AbsalomAbsalom.txt,13,13,2
AbsalomAbsalom.txt,53,46,3
AbsalomAbsalom.txt,36,26,3
AbsalomAbsalom.txt,151,95,4
AbsalomAbsalom.txt,31,28,3
AbsalomAbsalom.txt,24,20,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,21,19,3
AbsalomAbsalom.txt,66,49,3
AbsalomAbsalom.txt,36,26,3
AbsalomAbsalom.txt,68,54,3
AbsalomAbsalom.txt,21,18,3
AbsalomAbsalom.txt,43,38,3
AbsalomAbsalom.txt,52,46,3
AbsalomAbsalom.txt,12,11,3
AbsalomAbsalom.txt,60,46,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,22,19,3
AbsalomAbsalom.txt,74,47,3
AbsalomAbsalom.txt,109,68,3
AbsalomAbsalom.txt,22,18,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,101,69,3
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,24,21,3
AbsalomAbsalom.txt,114,74,3
AbsalomAbsalom.txt,43,36,3
AbsalomAbsalom.txt,46,40,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,84,64,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,61,43,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,26,16,3
AbsalomAbsalom.txt,10,9,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,79,35,3
AbsalomAbsalom.txt,38,33,3
AbsalomAbsalom.txt,84,64,3
AbsalomAbsalom.txt,61,45,3
AbsalomAbsalom.txt,36,30,3
AbsalomAbsalom.txt,32,26,3
AbsalomAbsalom.txt,57,39,3
AbsalomAbsalom.txt,25,23,3
AbsalomAbsalom.txt,43,33,3
AbsalomAbsalom.txt,33,30,3
AbsalomAbsalom.txt,54,45,3
AbsalomAbsalom.txt,60,45,3
AbsalomAbsalom.txt,68,46,3
AbsalomAbsalom.txt,24,21,3
AbsalomAbsalom.txt,73,60,3
AbsalomAbsalom.txt,200,96,4
AbsalomAbsalom.txt,25,23,3
AbsalomAbsalom.txt,29,23,3
AbsalomAbsalom.txt,34,30,3
AbsalomAbsalom.txt,36,33,3
AbsalomAbsalom.txt,29,23,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,10,10,2
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,14,13,2
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,38,30,3
AbsalomAbsalom.txt,71,54,3
AbsalomAbsalom.txt,113,74,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,15,14,3
AbsalomAbsalom.txt,42,30,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,73,53,3
AbsalomAbsalom.txt,12,12,2
AbsalomAbsalom.txt,10,10,2
AbsalomAbsalom.txt,18,18,2
AbsalomAbsalom.txt,98,64,3
AbsalomAbsalom.txt,64,48,3
AbsalomAbsalom.txt,19,16,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,31,29,3
AbsalomAbsalom.txt,38,28,3
AbsalomAbsalom.txt,137,85,3
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,51,36,3
AbsalomAbsalom.txt,2,2,2
AbsalomAbsalom.txt,26,22,3
AbsalomAbsalom.txt,25,20,3
AbsalomAbsalom.txt,51,38,3
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,179,109,4
AbsalomAbsalom.txt,9,9,2
AbsalomAbsalom.txt,131,75,4
AbsalomAbsalom.txt,9,7,3
AbsalomAbsalom.txt,99,69,3
AbsalomAbsalom.txt,48,37,3
AbsalomAbsalom.txt,4,4,2
AbsalomAbsalom.txt,133,83,4
AbsalomAbsalom.txt,79,56,3
AbsalomAbsalom.txt,80,56,3
AbsalomAbsalom.txt,20,17,3
AbsalomAbsalom.txt,51,37,3
AbsalomAbsalom.txt,129,76,3
AbsalomAbsalom.txt,23,22,3
AbsalomAbsalom.txt,96,70,3
AbsalomAbsalom.txt,78,50,3
AbsalomAbsalom.txt,21,18,3
AbsalomAbsalom.txt,12,11,2
AbsalomAbsalom.txt,18,16,2
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,75,58,3
AbsalomAbsalom.txt,183,115,3
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,41,33,3
AbsalomAbsalom.txt,111,79,3
AbsalomAbsalom.txt,14,12,3
AbsalomAbsalom.txt,69,55,3
AbsalomAbsalom.txt,27,26,3
AbsalomAbsalom.txt,11,11,2
AbsalomAbsalom.txt,47,39,3
AbsalomAbsalom.txt,53,37,3
AbsalomAbsalom.txt,2,2,2
AbsalomAbsalom.txt,79,55,3
AbsalomAbsalom.txt,35,30,3
AbsalomAbsalom.txt,68,47,3
AbsalomAbsalom.txt,18,17,3
AbsalomAbsalom.txt,62,43,3
AbsalomAbsalom.txt,104,61,3
AbsalomAbsalom.txt,70,56,3
AbsalomAbsalom.txt,41,34,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,27,20,3
AbsalomAbsalom.txt,9,9,2
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,70,37,3
AbsalomAbsalom.txt,16,15,3
AbsalomAbsalom.txt,46,35,3
AbsalomAbsalom.txt,31,30,2
AbsalomAbsalom.txt,12,12,2
AbsalomAbsalom.txt,57,33,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,16,16,2
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,31,25,3
AbsalomAbsalom.txt,147,82,3
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,22,18,3
AbsalomAbsalom.txt,37,25,3
AbsalomAbsalom.txt,21,16,3
AbsalomAbsalom.txt,21,18,3
AbsalomAbsalom.txt,9,8,2
AbsalomAbsalom.txt,4,3,2
AbsalomAbsalom.txt,14,13,2
AbsalomAbsalom.txt,4,3,2
AbsalomAbsalom.txt,13,11,3
AbsalomAbsalom.txt,4,3,2
AbsalomAbsalom.txt,17,15,3
AbsalomAbsalom.txt,4,3,2
AbsalomAbsalom.txt,19,18,2
AbsalomAbsalom.txt,18,16,3
AbsalomAbsalom.txt,4,4,2
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,13,12,3
AbsalomAbsalom.txt,15,14,3
AbsalomAbsalom.txt,23,16,3
AbsalomAbsalom.txt,15,11,3
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,4,4,2
AbsalomAbsalom.txt,10,9,2
AbsalomAbsalom.txt,12,10,2
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,16,16,2
AbsalomAbsalom.txt,24,17,3
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,4,4,2
AbsalomAbsalom.txt,14,11,3
AbsalomAbsalom.txt,6,5,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,11,8,3
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,6,5,2
AbsalomAbsalom.txt,6,5,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,17,14,3
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,23,15,3
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,9,9,2
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,36,29,3
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,9,9,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,5,5,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,8,8,2
AbsalomAbsalom.txt,14,11,3
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,15,15,2
AbsalomAbsalom.txt,7,6,3
AbsalomAbsalom.txt,12,11,3
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,6,6,2
AbsalomAbsalom.txt,9,9,2
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,9,9,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,11,11,2
AbsalomAbsalom.txt,6,5,2
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,9,6,3
AbsalomAbsalom.txt,3,3,2
AbsalomAbsalom.txt,10,7,2
AbsalomAbsalom.txt,7,7,2
AbsalomAbsalom.txt,17,14,3
AbsalomAbsalom.txt,9,8,3
AbsalomAbsalom.txt,21,21,2
AbsalomAbsalom.txt,11,11,2
AbsalomAbsalom.txt,11,11,2
AbsalomAbsalom.txt,21,18,3
AbsalomAbsalom.txt,37,34,3
TheHouseOfTheSevenGambles.txt,25,24,3
TheHouseOfTheSevenGambles.txt,6,6,2
TheHouseOfTheSevenGambles.txt,7,7,2
TheHouseOfTheSevenGambles.txt,5,5,2
TheHouseOfTheSevenGambles.txt,7,7,2
TheHouseOfTheSevenGambles.txt,5,5,2
TheHouseOfTheSevenGambles.txt,6,6,2
TheHouseOfTheSevenGambles.txt,4,4,2
TheHouseOfTheSevenGambles.txt,8,8,2
TheHouseOfTheSevenGambles.txt,5,5,2
TheHouseOfTheSevenGambles.txt,5,5,2
TheHouseOfTheSevenGambles.txt,5,5,2
TheHouseOfTheSevenGambles.txt,4,4,2
TheHouseOfTheSevenGambles.txt,4,4,2
TheHouseOfTheSevenGambles.txt,8,8,2
TheHouseOfTheSevenGambles.txt,6,6,2
TheHouseOfTheSevenGambles.txt,6,6,2
TheHouseOfTheSevenGambles.txt,7,7,2
TheHouseOfTheSevenGambles.txt,4,4,2
TheHouseOfTheSevenGambles.txt,6,6,2
TheHouseOfTheSevenGambles.txt,6,6,2
TheHouseOfTheSevenGambles.txt,11,9,3
TheHouseOfTheSevenGambles.txt,165,110,3
TheHouseOfTheSevenGambles.txt,46,37,3
TheHouseOfTheSevenGambles.txt,44,35,3
TheHouseOfTheSevenGambles.txt,38,34,2
TheHouseOfTheSevenGambles.txt,108,76,3
TheHouseOfTheSevenGambles.txt,33,28,3
TheHouseOfTheSevenGambles.txt,40,36,3
TheHouseOfTheSevenGambles.txt,32,28,3
TheHouseOfTheSevenGambles.txt,32,27,3
TheHouseOfTheSevenGambles.txt,123,82,3
TheHouseOfTheSevenGambles.txt,35,30,3
TheHouseOfTheSevenGambles.txt,32,25,3
TheHouseOfTheSevenGambles.txt,64,50,3
TheHouseOfTheSevenGambles.txt,31,27,3
TheHouseOfTheSevenGambles.txt,35,28,3
TheHouseOfTheSevenGambles.txt,34,30,3
TheHouseOfTheSevenGambles.txt,41,35,3
TheHouseOfTheSevenGambles.txt,53,47,3
TheHouseOfTheSevenGambles.txt,171,108,3
TheHouseOfTheSevenGambles.txt,55,41,3
TheHouseOfTheSevenGambles.txt,38,33,3
TheHouseOfTheSevenGambles.txt,121,82,3
TheHouseOfTheSevenGambles.txt,33,26,3
TheHouseOfTheSevenGambles.txt,51,41,3
TheHouseOfTheSevenGambles.txt,2,2,2
TheHouseOfTheSevenGambles.txt,9,8,2
TheHouseOfTheSevenGambles.txt,8,7,3
TheHouseOfTheSevenGambles.txt,2,2,2
TheHouseOfTheSevenGambles.txt,97,66,3
TheHouseOfTheSevenGambles.txt,35,28,3
TheHouseOfTheSevenGambles.txt,46,38,3
TheHouseOfTheSevenGambles.txt,26,24,3
TheHouseOfTheSevenGambles.txt,90,63,3
TheHouseOfTheSevenGambles.txt,97,72,3
TheHouseOfTheSevenGambles.txt,76,53,3
TheHouseOfTheSevenGambles.txt,22,22,2
TheHouseOfTheSevenGambles.txt,2,2,2
TheHouseOfTheSevenGambles.txt,2,2,2
TheHouseOfTheSevenGambles.txt,2,2,2
TheHouseOfTheSevenGambles.txt,2,2,2
TheHouseOfTheSevenGambles.txt,50,39,3
TheHouseOfTheSevenGambles.txt,34,29,3
TheHouseOfTheSevenGambles.txt,65,47,3
TheHouseOfTheSevenGambles.txt,32,27,3
TheHouseOfTheSevenGambles.txt,55,37,3
TheHouseOfTheSevenGambles.txt,20,19,2
TheHouseOfTheSevenGambles.txt,34,28,3
TheHouseOfTheSevenGambles.txt,33,30,3
TheHouseOfTheSevenGambles.txt,67,53,3
TheHouseOfTheSevenGambles.txt,36,28,3
TheHouseOfTheSevenGambles.txt,21,21,2
TheHouseOfTheSevenGambles.txt,123,85,3
TheHouseOfTheSevenGambles.txt,22,21,2
TheHouseOfTheSevenGambles.txt,27,26,3
TheHouseOfTheSevenGambles.txt,61,46,3
TheHouseOfTheSevenGambles.txt,58,41,3
TheHouseOfTheSevenGambles.txt,18,17,3
TheHouseOfTheSevenGambles.txt,32,27,3
TheHouseOfTheSevenGambles.txt,38,32,3
TheHouseOfTheSevenGambles.txt,40,34,3
TheHouseOfTheSevenGambles.txt,51,45,3
TheHouseOfTheSevenGambles.txt,72,52,3
TheHouseOfTheSevenGambles.txt,53,40,3
TheHouseOfTheSevenGambles.txt,7,6,3
TheHouseOfTheSevenGambles.txt,8,7,3
TheHouseOfTheSevenGambles.txt,47,39,3
TheHouseOfTheSevenGambles.txt,45,32,3
TheHouseOfTheSevenGambles.txt,44,35,3
TheHouseOfTheSevenGambles.txt,46,37,3
TheHouseOfTheSevenGambles.txt,39,32,3
TheHouseOfTheSevenGambles.txt,57,44,3
TheHouseOfTheSevenGambles.txt,36,28,3
TheHouseOfTheSevenGambles.txt,82,59,3
TheHouseOfTheSevenGambles.txt,63,46,3
TheHouseOfTheSevenGambles.txt,78,57,3
TheHouseOfTheSevenGambles.txt,30,26,3
TheHouseOfTheSevenGambles.txt,36,29,3
TheHouseOfTheSevenGambles.txt,57,48,3
TheHouseOfTheSevenGambles.txt,64,46,3
TheHouseOfTheSevenGambles.txt,26,23,3
TheHouseOfTheSevenGambles.txt,65,47,3
TheHouseOfTheSevenGambles.txt,13,13,2
TheHouseOfTheSevenGambles.txt,12,12,2
TheHouseOfTheSevenGambles.txt,60,49,3
TheHouseOfTheSevenGambles.txt,63,54,3
TheHouseOfTheSevenGambles.txt,28,24,3
TheHouseOfTheSevenGambles.txt,49,39,3
TheHouseOfTheSevenGambles.txt,16,15,2
TheHouseOfTheSevenGambles.txt,55,42,3
TheHouseOfTheSevenGambles.txt,42,31,3
TheHouseOfTheSevenGambles.txt,55,46,3
TheHouseOfTheSevenGambles.txt,45,37,3
TheHouseOfTheSevenGambles.txt,65,48,3
TheHouseOfTheSevenGambles.txt,35,32,3
TheHouseOfTheSevenGambles.txt,115,76,3
TheHouseOfTheSevenGambles.txt,62,49,3
TheHouseOfTheSevenGambles.txt,44,40,3
TheHouseOfTheSevenGambles.txt,57,39,3
TheHouseOfTheSevenGambles.txt,38,29,3
TheHouseOfTheSevenGambles.txt,35,31,3
TheHouseOfTheSevenGambles.txt,42,37,3
TheHouseOfTheSevenGambles.txt,30,29,2
TheHouseOfTheSevenGambles.txt,44,35,3
TheHouseOfTheSevenGambles.txt,32,27,3
TheHouseOfTheSevenGambles.txt,36,29,3
TheHouseOfTheSevenGambles.txt,44,34,3
TheHouseOfTheSevenGambles.txt,47,39,3
TheHouseOfTheSevenGambles.txt,31,29,3
TheHouseOfTheSevenGambles.txt,37,30,3
TheHouseOfTheSevenGambles.txt,44,35,3
TheHouseOfTheSevenGambles.txt,55,43,3
TheHouseOfTheSevenGambles.txt,35,29,3
TheHouseOfTheSevenGambles.txt,7,7,2
TheHouseOfTheSevenGambles.txt,94,62,3
TheHouseOfTheSevenGambles.txt,46,39,3
TheHouseOfTheSevenGambles.txt,17,15,3
TheHouseOfTheSevenGambles.txt,8,8,2
TheHouseOfTheSevenGambles.txt,75,46,3
TheHouseOfTheSevenGambles.txt,22,19,3
TheHouseOfTheSevenGambles.txt,22,19,3
TheHouseOfTheSevenGambles.txt,42,30,3
TheHouseOfTheSevenGambles.txt,25,23,3
TheHouseOfTheSevenGambles.txt,37,30,3
TheHouseOfTheSevenGambles.txt,26,23,3
TheHouseOfTheSevenGambles.txt,21,18,3
TheHouseOfTheSevenGambles.txt,49,34,3
TheHouseOfTheSevenGambles.txt,32,26,3
TheHouseOfTheSevenGambles.txt,53,38,3
TheHouseOfTheSevenGambles.txt,11,11,2
TheHouseOfTheSevenGambles.txt,12,11,2
TheHouseOfTheSevenGambles.txt,52,37,3
TheHouseOfTheSevenGambles.txt,61,48,3
TheHouseOfTheSevenGambles.txt,39,33,3
TheHouseOfTheSevenGambles.txt,38,29,3
TheHouseOfTheSevenGambles.txt,19,16,3
TheHouseOfTheSevenGambles.txt,53,40,3
TheHouseOfTheSevenGambles.txt,72,54,3
TheHouseOfTheSevenGambles.txt,24,21,3
TheHouseOfTheSevenGambles.txt,53,42,3
TheHouseOfTheSevenGambles.txt,17,16,2
TheHouseOfTheSevenGambles.txt,32,29,3
TheHouseOfTheSevenGambles.txt,52,38,3
TheHouseOfTheSevenGambles.txt,91,68,3
TheHouseOfTheSevenGambles.txt,6,6,2
TheHouseOfTheSevenGambles.txt,32,30,3
TheHouseOfTheSevenGambles.txt,45,36,3
TheHouseOfTheSevenGambles.txt,74,53,3
TheHouseOfTheSevenGambles.txt,74,58,3
TheHouseOfTheSevenGambles.txt,51,43,3
TheHouseOfTheSevenGambles.txt,69,55,3
TheHouseOfTheSevenGambles.txt,18,14,3
TheHouseOfTheSevenGambles.txt,20,18,2
TheHouseOfTheSevenGambles.txt,50,38,3
TheHouseOfTheSevenGambles.txt,17,16,3
TheHouseOfTheSevenGambles.txt,144,95,3
TheHouseOfTheSevenGambles.txt,48,35,3
TheHouseOfTheSevenGambles.txt,27,25,3
TheHouseOfTheSevenGambles.txt,32,23,3
TheHouseOfTheSevenGambles.txt,65,50,3
TheHouseOfTheSevenGambles.txt,16,15,2
TheHouseOfTheSevenGambles.txt,47,41,3
TheHouseOfTheSevenGambles.txt,50,41,3
TheHouseOfTheSevenGambles.txt,56,43,3
TheHouseOfTheSevenGambles.txt,8,8,2
TheHouseOfTheSevenGambles.txt,20,17,3
TheHouseOfTheSevenGambles.txt,7,7,2
TheHouseOfTheSevenGambles.txt,108,74,3
TheHouseOfTheSevenGambles.txt,18,18,2
TheHouseOfTheSevenGambles.txt,64,48,3
TheHouseOfTheSevenGambles.txt,54,38,3
TheHouseOfTheSevenGambles.txt,67,54,3
TheHouseOfTheSevenGambles.txt,51,42,3
TheHouseOfTheSevenGambles.txt,21,20,2
TheHouseOfTheSevenGambles.txt,39,29,3
TheHouseOfTheSevenGambles.txt,55,43,3
TheHouseOfTheSevenGambles.txt,56,50,3
TheHouseOfTheSevenGambles.txt,22,20,3
TheHouseOfTheSevenGambles.txt,16,14,3
TheHouseOfTheSevenGambles.txt,47,40,3
TheHouseOfTheSevenGambles.txt,20,18,3
TheHouseOfTheSevenGambles.txt,25,20,3
TheHouseOfTheSevenGambles.txt,62,47,3
TheHouseOfTheSevenGambles.txt,36,32,3
TheHouseOfTheSevenGambles.txt,32,27,3
TheHouseOfTheSevenGambles.txt,25,24,2
TheHouseOfTheSevenGambles.txt,52,42,3
TheHouseOfTheSevenGambles.txt,54,46,3
TheHouseOfTheSevenGambles.txt,47,39,3
TheHouseOfTheSevenGambles.txt,40,35,3
TheHouseOfTheSevenGambles.txt,40,35,3
TheHouseOfTheSevenGambles.txt,15,15,2
TheHouseOfTheSevenGambles.txt,66,51,3
TheHouseOfTheSevenGambles.txt,17,17,2
TheHouseOfTheSevenGambles.txt,38,34,3
TheHouseOfTheSevenGambles.txt,26,22,3
TheHouseOfTheSevenGambles.txt,70,55,3
TheHouseOfTheSevenGambles.txt,34,28,3
TheHouseOfTheSevenGambles.txt,33,28,3
TheHouseOfTheSevenGambles.txt,30,26,2
TheHouseOfTheSevenGambles.txt,40,31,3
TheHouseOfTheSevenGambles.txt,40,36,3
TheHouseOfTheSevenGambles.txt,55,41,3
TheHouseOfTheSevenGambles.txt,41,34,3
TheHouseOfTheSevenGambles.txt,37,30,3
TheHouseOfTheSevenGambles.txt,47,38,3
TheHouseOfTheSevenGambles.txt,29,27,3
TheHouseOfTheSevenGambles.txt,51,42,3
TheHouseOfTheSevenGambles.txt,49,40,3
TheHouseOfTheSevenGambles.txt,48,37,3
TheHouseOfTheSevenGambles.txt,36,28,3
TheHouseOfTheSevenGambles.txt,56,45,3
TheHouseOfTheSevenGambles.txt,80,58,3
TheHouseOfTheSevenGambles.txt,24,22,3
TheHouseOfTheSevenGambles.txt,101,74,3
TheHouseOfTheSevenGambles.txt,52,40,3
TheHouseOfTheSevenGambles.txt,80,64,3
TheHouseOfTheSevenGambles.txt,46,36,3
TheHouseOfTheSevenGambles.txt,44,37,3
TheHouseOfTheSevenGambles.txt,48,40,3
TheHouseOfTheSevenGambles.txt,38,32,3
TheHouseOfTheSevenGambles.txt,84,59,3
TheHouseOfTheSevenGambles.txt,44,33,3
TheHouseOfTheSevenGambles.txt,51,41,3
TheHouseOfTheSevenGambles.txt,20,19,3
TheHouseOfTheSevenGambles.txt,79,59,3
TheHouseOfTheSevenGambles.txt,16,16,2
TheHouseOfTheSevenGambles.txt,44,40,3
TheHouseOfTheSevenGambles.txt,18,18,2
TheHouseOfTheSevenGambles.txt,30,26,3
TheHouseOfTheSevenGambles.txt,58,40,3
TheHouseOfTheSevenGambles.txt,70,52,3
TheHouseOfTheSevenGambles.txt,47,33,3
TheHouseOfTheSevenGambles.txt,58,47,3
TheHouseOfTheSevenGambles.txt,44,36,3
TheHouseOfTheSevenGambles.txt,29,28,2
TheHouseOfTheSevenGambles.txt,65,53,3
TheHouseOfTheSevenGambles.txt,13,12,2
TheHouseOfTheSevenGambles.txt,42,33,3
TheHouseOfTheSevenGambles.txt,23,20,3
TheHouseOfTheSevenGambles.txt,35,31,3
TheHouseOfTheSevenGambles.txt,33,26,3
TheHouseOfTheSevenGambles.txt,51,40,3
TheHouseOfTheSevenGambles.txt,31,25,2
TheHouseOfTheSevenGambles.txt,10,10,2
TheHouseOfTheSevenGambles.txt,69,50,3
TheHouseOfTheSevenGambles.txt,20,17,3
TheHouseOfTheSevenGambles.txt,20,19,3
TheHouseOfTheSevenGambles.txt,82,55,3
TheHouseOfTheSevenGambles.txt,49,40,3
TheHouseOfTheSevenGambles.txt,45,36,3
TheHouseOfTheSevenGambles.txt,8,8,2
TheHouseOfTheSevenGambles.txt,16,16,2
TheHouseOfTheSevenGambles.txt,30,25,3
TheHouseOfTheSevenGambles.txt,73,60,3
TheHouseOfTheSevenGambles.txt,32,29,3
TheHouseOfTheSevenGambles.txt,66,50,3
